,event,timestamp,user_id,request,movie_name,movie_rating,movie_year
152,"2022-10-18T05:25:16,450046,GET /rate/beauty+and+the+beast+1991=4",2022-10-18T05:25:16,450046,GET /rate/beauty+and+the+beast+1991=4,beauty+and+the+beast+1991,4,1991
153,"2022-10-18T05:25:17,24887,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:17,24887,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
154,"2022-10-18T05:25:18,50512,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:18,50512,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
155,"2022-10-18T05:25:18,94442,GET /rate/seven+brothers+1939=4",2022-10-18T05:25:18,94442,GET /rate/seven+brothers+1939=4,seven+brothers+1939,4,1939
156,"2022-10-18T05:25:19,423226,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:25:19,423226,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
157,"2022-10-18T05:25:19,616487,GET /rate/the+godfather+1972=4",2022-10-18T05:25:19,616487,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
158,"2022-10-18T05:25:19,394052,GET /rate/the+usual+suspects+1995=3",2022-10-18T05:25:19,394052,GET /rate/the+usual+suspects+1995=3,the+usual+suspects+1995,3,1995
159,"2022-10-18T05:25:20,408526,GET /rate/the+godfather+1972=5",2022-10-18T05:25:20,408526,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
160,"2022-10-18T05:25:21,351674,GET /rate/pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003=4",2022-10-18T05:25:21,351674,GET /rate/pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003=4,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4,2003
161,"2022-10-18T05:25:21,475857,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:25:21,475857,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
162,"2022-10-18T05:25:21,321861,GET /rate/ghost+in+the+shell+2+innocence+2004=4",2022-10-18T05:25:21,321861,GET /rate/ghost+in+the+shell+2+innocence+2004=4,ghost+in+the+shell+2+innocence+2004,4,2004
163,"2022-10-18T05:25:21,213456,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:21,213456,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
164,"2022-10-18T05:25:22,135804,GET /rate/schindlers+list+1993=5",2022-10-18T05:25:22,135804,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
165,"2022-10-18T05:25:22,447746,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:22,447746,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
166,"2022-10-18T05:25:22,345069,GET /rate/the+godfather+1972=5",2022-10-18T05:25:22,345069,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
167,"2022-10-18T05:25:23,12524,GET /rate/schindlers+list+1993=3",2022-10-18T05:25:23,12524,GET /rate/schindlers+list+1993=3,schindlers+list+1993,3,1993
168,"2022-10-18T05:25:23,105639,GET /rate/the+godfather+1972=5",2022-10-18T05:25:23,105639,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
169,"2022-10-18T05:25:23,146928,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:23,146928,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
170,"2022-10-18T05:25:23,33576,GET /rate/back+to+the+future+1985=4",2022-10-18T05:25:23,33576,GET /rate/back+to+the+future+1985=4,back+to+the+future+1985,4,1985
171,"2022-10-18T05:25:24,32010,GET /rate/spirited+away+2001=4",2022-10-18T05:25:24,32010,GET /rate/spirited+away+2001=4,spirited+away+2001,4,2001
172,"2022-10-18T05:25:24,83273,GET /rate/princess+mononoke+1997=5",2022-10-18T05:25:24,83273,GET /rate/princess+mononoke+1997=5,princess+mononoke+1997,5,1997
173,"2022-10-18T05:25:24,287344,GET /rate/from+russia+with+love+1963=4",2022-10-18T05:25:24,287344,GET /rate/from+russia+with+love+1963=4,from+russia+with+love+1963,4,1963
174,"2022-10-18T05:25:24,420076,GET /rate/fight+club+1999=4",2022-10-18T05:25:24,420076,GET /rate/fight+club+1999=4,fight+club+1999,4,1999
175,"2022-10-18T05:25:25,244559,GET /rate/thor+2011=3",2022-10-18T05:25:25,244559,GET /rate/thor+2011=3,thor+2011,3,2011
176,"2022-10-18T05:25:25,76537,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:25:25,76537,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
177,"2022-10-18T05:25:26,190848,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:26,190848,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
178,"2022-10-18T05:25:27,200361,GET /rate/schindlers+list+1993=5",2022-10-18T05:25:27,200361,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
179,"2022-10-18T05:25:27,544230,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:25:27,544230,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
180,"2022-10-18T05:25:27,377158,GET /rate/schizo+2004=4",2022-10-18T05:25:27,377158,GET /rate/schizo+2004=4,schizo+2004,4,2004
181,"2022-10-18T05:25:27,325129,GET /rate/harry+potter+and+the+goblet+of+fire+2005=3",2022-10-18T05:25:27,325129,GET /rate/harry+potter+and+the+goblet+of+fire+2005=3,harry+potter+and+the+goblet+of+fire+2005,3,2005
182,"2022-10-18T05:25:28,272390,GET /rate/titanic+1997=3",2022-10-18T05:25:28,272390,GET /rate/titanic+1997=3,titanic+1997,3,1997
183,"2022-10-18T05:25:28,42641,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:25:28,42641,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
184,"2022-10-18T05:25:28,590633,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:28,590633,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
185,"2022-10-18T05:25:29,502310,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:29,502310,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
186,"2022-10-18T05:25:29,142737,GET /rate/fight+club+1999=5",2022-10-18T05:25:29,142737,GET /rate/fight+club+1999=5,fight+club+1999,5,1999
187,"2022-10-18T05:25:30,399329,GET /rate/fight+club+1999=4",2022-10-18T05:25:30,399329,GET /rate/fight+club+1999=4,fight+club+1999,4,1999
188,"2022-10-18T05:25:30,549746,GET /rate/shutter+island+2010=4",2022-10-18T05:25:30,549746,GET /rate/shutter+island+2010=4,shutter+island+2010,4,2010
189,"2022-10-18T05:25:30,398289,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:30,398289,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
190,"2022-10-18T05:25:30,330396,GET /rate/schindlers+list+1993=5",2022-10-18T05:25:30,330396,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
191,"2022-10-18T05:25:31,442644,GET /rate/the+dark+knight+2008=4",2022-10-18T05:25:31,442644,GET /rate/the+dark+knight+2008=4,the+dark+knight+2008,4,2008
192,"2022-10-18T05:25:31,487551,GET /rate/the+bridge+on+the+river+kwai+1957=5",2022-10-18T05:25:31,487551,GET /rate/the+bridge+on+the+river+kwai+1957=5,the+bridge+on+the+river+kwai+1957,5,1957
193,"2022-10-18T05:25:31,41969,GET /rate/the+task+2011=3",2022-10-18T05:25:31,41969,GET /rate/the+task+2011=3,the+task+2011,3,2011
194,"2022-10-18T05:25:31,410019,GET /rate/im+going+home+2001=3",2022-10-18T05:25:31,410019,GET /rate/im+going+home+2001=3,im+going+home+2001,3,2001
195,"2022-10-18T05:25:32,215815,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:25:32,215815,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
196,"2022-10-18T05:25:33,103821,GET /rate/sparrow+2008=4",2022-10-18T05:25:33,103821,GET /rate/sparrow+2008=4,sparrow+2008,4,2008
197,"2022-10-18T05:25:34,623547,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:25:34,623547,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
198,"2022-10-18T05:25:36,230711,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:25:36,230711,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
199,"2022-10-18T05:25:36,625051,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:25:36,625051,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
200,"2022-10-18T05:25:36,82990,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:36,82990,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
201,"2022-10-18T05:25:37,61706,GET /rate/finding+nemo+2003=4",2022-10-18T05:25:37,61706,GET /rate/finding+nemo+2003=4,finding+nemo+2003,4,2003
202,"2022-10-18T05:25:38,612817,GET /rate/the+protector+2005=3",2022-10-18T05:25:38,612817,GET /rate/the+protector+2005=3,the+protector+2005,3,2005
203,"2022-10-18T05:16:31,298157,GET /rate/kiss+of+the+dragon+2001=3",2022-10-18T05:16:31,298157,GET /rate/kiss+of+the+dragon+2001=3,kiss+of+the+dragon+2001,3,2001
204,"2022-10-18T05:16:32,240652,GET /rate/shoah+1985=4",2022-10-18T05:16:32,240652,GET /rate/shoah+1985=4,shoah+1985,4,1985
205,"2022-10-18T05:16:32,361986,GET /rate/spirited+away+2001=5",2022-10-18T05:16:32,361986,GET /rate/spirited+away+2001=5,spirited+away+2001,5,2001
206,"2022-10-18T05:16:34,566638,GET /rate/lain+ulkopuolella+=2",2022-10-18T05:16:34,566638,GET /rate/lain+ulkopuolella+=2,lain+ulkopuolella+,2,
207,"2022-10-18T05:16:34,599606,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:16:34,599606,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
208,"2022-10-18T05:16:34,184784,GET /rate/fight+club+1999=5",2022-10-18T05:16:34,184784,GET /rate/fight+club+1999=5,fight+club+1999,5,1999
209,"2022-10-18T05:16:34,433961,GET /rate/beautiful+girl+2014=4",2022-10-18T05:16:34,433961,GET /rate/beautiful+girl+2014=4,beautiful+girl+2014,4,2014
210,"2022-10-18T05:16:35,182638,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:16:35,182638,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
211,"2022-10-18T05:16:36,626193,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:36,626193,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
212,"2022-10-18T05:16:36,443967,GET /rate/camille+1936=4",2022-10-18T05:16:36,443967,GET /rate/camille+1936=4,camille+1936,4,1936
213,"2022-10-18T05:16:37,611297,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:16:37,611297,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
214,"2022-10-18T05:16:38,576402,GET /rate/schindlers+list+1993=5",2022-10-18T05:16:38,576402,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
215,"2022-10-18T05:16:38,182182,GET /rate/i+do+2013=3",2022-10-18T05:16:38,182182,GET /rate/i+do+2013=3,i+do+2013,3,2013
216,"2022-10-18T05:16:38,547099,GET /rate/ratatouille+2007=4",2022-10-18T05:16:38,547099,GET /rate/ratatouille+2007=4,ratatouille+2007,4,2007
217,"2022-10-18T05:16:39,44466,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:39,44466,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
218,"2022-10-18T05:16:39,322350,GET /rate/the+iceman+tapes+conversations+with+a+killer+1992=3",2022-10-18T05:16:39,322350,GET /rate/the+iceman+tapes+conversations+with+a+killer+1992=3,the+iceman+tapes+conversations+with+a+killer+1992,3,1992
219,"2022-10-18T05:16:39,126196,GET /rate/bathing+beauty+1944=4",2022-10-18T05:16:39,126196,GET /rate/bathing+beauty+1944=4,bathing+beauty+1944,4,1944
220,"2022-10-18T05:16:39,419161,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:16:39,419161,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
221,"2022-10-18T05:16:40,117609,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:40,117609,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
222,"2022-10-18T05:16:40,207116,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:16:40,207116,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
223,"2022-10-18T05:16:40,324020,GET /rate/the+godfather+1972=4",2022-10-18T05:16:40,324020,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
224,"2022-10-18T05:16:40,405976,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:16:40,405976,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
225,"2022-10-18T05:16:41,54579,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:41,54579,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
226,"2022-10-18T05:16:41,245123,GET /rate/kon-tiki+2012=5",2022-10-18T05:16:41,245123,GET /rate/kon-tiki+2012=5,kon-tiki+2012,5,2012
227,"2022-10-18T05:16:42,2506,GET /rate/schindlers+list+1993=4",2022-10-18T05:16:42,2506,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
228,"2022-10-18T05:16:42,82771,GET /rate/schindlers+list+1993=3",2022-10-18T05:16:42,82771,GET /rate/schindlers+list+1993=3,schindlers+list+1993,3,1993
229,"2022-10-18T05:16:43,254703,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:43,254703,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
230,"2022-10-18T05:16:43,182956,GET /rate/schindlers+list+1993=4",2022-10-18T05:16:43,182956,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
231,"2022-10-18T05:16:44,213846,GET /rate/schindlers+list+1993=4",2022-10-18T05:16:44,213846,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
232,"2022-10-18T05:16:45,236029,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:45,236029,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
233,"2022-10-18T05:16:45,299896,GET /rate/the+land+before+time+ii+the+great+valley+adventure+1994=3",2022-10-18T05:16:45,299896,GET /rate/the+land+before+time+ii+the+great+valley+adventure+1994=3,the+land+before+time+ii+the+great+valley+adventure+1994,3,1994
234,"2022-10-18T05:16:45,402182,GET /rate/ponyo+2008=4",2022-10-18T05:16:45,402182,GET /rate/ponyo+2008=4,ponyo+2008,4,2008
235,"2022-10-18T05:16:46,308328,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:16:46,308328,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
236,"2022-10-18T05:16:46,47938,GET /rate/leon+the+professional+1994=5",2022-10-18T05:16:46,47938,GET /rate/leon+the+professional+1994=5,leon+the+professional+1994,5,1994
237,"2022-10-18T05:16:47,297979,GET /rate/the+witches+of+eastwick+1987=4",2022-10-18T05:16:47,297979,GET /rate/the+witches+of+eastwick+1987=4,the+witches+of+eastwick+1987,4,1987
238,"2022-10-18T05:16:47,521790,GET /rate/eating+raoul+1982=4",2022-10-18T05:16:47,521790,GET /rate/eating+raoul+1982=4,eating+raoul+1982,4,1982
239,"2022-10-18T05:16:48,325538,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:16:48,325538,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
240,"2022-10-18T05:16:48,89258,GET /rate/watchers+1988=2",2022-10-18T05:16:48,89258,GET /rate/watchers+1988=2,watchers+1988,2,1988
241,"2022-10-18T05:16:50,156610,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:16:50,156610,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
242,"2022-10-18T05:16:51,155374,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:51,155374,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
243,"2022-10-18T05:16:52,355821,GET /rate/the+godfather+1972=4",2022-10-18T05:16:52,355821,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
244,"2022-10-18T05:16:53,435287,GET /rate/the+chronicles+of+narnia+prince+caspian+2008=4",2022-10-18T05:16:53,435287,GET /rate/the+chronicles+of+narnia+prince+caspian+2008=4,the+chronicles+of+narnia+prince+caspian+2008,4,2008
245,"2022-10-18T05:16:53,224084,GET /rate/cinderella+2015=3",2022-10-18T05:16:53,224084,GET /rate/cinderella+2015=3,cinderella+2015,3,2015
246,"2022-10-18T05:16:53,433237,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:53,433237,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
247,"2022-10-18T05:16:54,301243,GET /rate/dark+island+2010=4",2022-10-18T05:16:54,301243,GET /rate/dark+island+2010=4,dark+island+2010,4,2010
248,"2022-10-18T05:16:54,184222,GET /rate/fight+club+1999=4",2022-10-18T05:16:54,184222,GET /rate/fight+club+1999=4,fight+club+1999,4,1999
249,"2022-10-18T05:16:54,425550,GET /rate/spirited+away+2001=4",2022-10-18T05:16:54,425550,GET /rate/spirited+away+2001=4,spirited+away+2001,4,2001
250,"2022-10-18T05:16:54,513704,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:16:54,513704,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
251,"2022-10-18T05:16:55,593352,GET /rate/schindlers+list+1993=5",2022-10-18T05:16:55,593352,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
252,"2022-10-18T05:25:40,558248,GET /rate/se7en+1995=3",2022-10-18T05:25:40,558248,GET /rate/se7en+1995=3,se7en+1995,3,1995
253,"2022-10-18T05:25:41,581091,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:41,581091,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
254,"2022-10-18T05:25:43,585193,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:25:43,585193,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
255,"2022-10-18T05:25:43,351278,GET /rate/the+saint+of+fort+washington+1993=3",2022-10-18T05:25:43,351278,GET /rate/the+saint+of+fort+washington+1993=3,the+saint+of+fort+washington+1993,3,1993
256,"2022-10-18T05:25:43,123328,GET /rate/schindlers+list+1993=5",2022-10-18T05:25:43,123328,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
257,"2022-10-18T05:25:43,239897,GET /rate/spirited+away+2001=5",2022-10-18T05:25:43,239897,GET /rate/spirited+away+2001=5,spirited+away+2001,5,2001
258,"2022-10-18T05:25:44,292268,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:44,292268,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
259,"2022-10-18T05:25:45,165381,GET /rate/the+godfather+1972=4",2022-10-18T05:25:45,165381,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
260,"2022-10-18T05:25:45,528979,GET /rate/spirited+away+2001=3",2022-10-18T05:25:45,528979,GET /rate/spirited+away+2001=3,spirited+away+2001,3,2001
261,"2022-10-18T05:25:46,136042,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:25:46,136042,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
262,"2022-10-18T05:25:47,267915,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:25:47,267915,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
263,"2022-10-18T05:25:47,473990,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:47,473990,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
264,"2022-10-18T05:25:48,35528,GET /rate/schindlers+list+1993=5",2022-10-18T05:25:48,35528,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
265,"2022-10-18T05:25:48,352038,GET /rate/the+godfather+1972=5",2022-10-18T05:25:48,352038,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
266,"2022-10-18T05:25:49,99693,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:49,99693,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
267,"2022-10-18T05:25:49,4655,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:49,4655,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
268,"2022-10-18T05:25:50,88947,GET /rate/life+is+beautiful+1997=4",2022-10-18T05:25:50,88947,GET /rate/life+is+beautiful+1997=4,life+is+beautiful+1997,4,1997
269,"2022-10-18T05:25:50,406596,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:50,406596,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
270,"2022-10-18T05:25:51,241847,GET /rate/the+godfather+1972=4",2022-10-18T05:25:51,241847,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
271,"2022-10-18T05:25:51,243034,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:51,243034,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
272,"2022-10-18T05:25:52,490619,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:52,490619,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
273,"2022-10-18T05:25:53,92595,GET /rate/life+is+beautiful+1997=4",2022-10-18T05:25:53,92595,GET /rate/life+is+beautiful+1997=4,life+is+beautiful+1997,4,1997
274,"2022-10-18T05:25:53,283288,GET /rate/schindlers+list+1993=4",2022-10-18T05:25:53,283288,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
275,"2022-10-18T05:25:53,518078,GET /rate/life+is+beautiful+1997=4",2022-10-18T05:25:53,518078,GET /rate/life+is+beautiful+1997=4,life+is+beautiful+1997,4,1997
276,"2022-10-18T05:25:53,380955,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:25:53,380955,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
277,"2022-10-18T05:25:54,454379,GET /rate/go+1999=4",2022-10-18T05:25:54,454379,GET /rate/go+1999=4,go+1999,4,1999
278,"2022-10-18T05:25:54,462557,GET /rate/the+chase+1994=3",2022-10-18T05:25:54,462557,GET /rate/the+chase+1994=3,the+chase+1994,3,1994
279,"2022-10-18T05:25:55,397574,GET /rate/men+in+black+1997=4",2022-10-18T05:25:55,397574,GET /rate/men+in+black+1997=4,men+in+black+1997,4,1997
280,"2022-10-18T05:25:56,313487,GET /rate/some+like+it+hot+1959=5",2022-10-18T05:25:56,313487,GET /rate/some+like+it+hot+1959=5,some+like+it+hot+1959,5,1959
281,"2022-10-18T05:25:56,63312,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:25:56,63312,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
282,"2022-10-18T05:25:56,535325,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:25:56,535325,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
283,"2022-10-18T05:25:58,382920,GET /rate/i+never+sang+for+my+father+1970=3",2022-10-18T05:25:58,382920,GET /rate/i+never+sang+for+my+father+1970=3,i+never+sang+for+my+father+1970,3,1970
284,"2022-10-18T05:25:58,287401,GET /rate/tis+kakomoiras+1963=4",2022-10-18T05:25:58,287401,GET /rate/tis+kakomoiras+1963=4,tis+kakomoiras+1963,4,1963
285,"2022-10-18T05:26,290087,GET /rate/summer+catch+2001=2",2022-10-18T05:26,290087,GET /rate/summer+catch+2001=2,summer+catch+2001,2,2001
286,"2022-10-18T05:26,56600,GET /rate/sweet+nothing+1995=3",2022-10-18T05:26,56600,GET /rate/sweet+nothing+1995=3,sweet+nothing+1995,3,1995
287,"2022-10-18T05:26:01,577963,GET /rate/spirited+away+2001=4",2022-10-18T05:26:01,577963,GET /rate/spirited+away+2001=4,spirited+away+2001,4,2001
288,"2022-10-18T05:26:01,264940,GET /rate/schindlers+list+1993=5",2022-10-18T05:26:01,264940,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
289,"2022-10-18T05:26:02,534607,GET /rate/on+the+silver+globe+1988=4",2022-10-18T05:26:02,534607,GET /rate/on+the+silver+globe+1988=4,on+the+silver+globe+1988,4,1988
290,"2022-10-18T05:26:02,578163,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:02,578163,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
291,"2022-10-18T05:16:55,366078,GET /rate/masculin+fminin+1966=4",2022-10-18T05:16:55,366078,GET /rate/masculin+fminin+1966=4,masculin+fminin+1966,4,1966
292,"2022-10-18T05:16:56,399772,GET /rate/the+godfather+1972=4",2022-10-18T05:16:56,399772,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
293,"2022-10-18T05:16:56,231470,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:16:56,231470,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
294,"2022-10-18T05:16:57,591120,GET /rate/them+2006=3",2022-10-18T05:16:57,591120,GET /rate/them+2006=3,them+2006,3,2006
295,"2022-10-18T05:16:57,356442,GET /rate/mindwalk+1990=5",2022-10-18T05:16:57,356442,GET /rate/mindwalk+1990=5,mindwalk+1990,5,1990
296,"2022-10-18T05:16:57,374260,GET /rate/monsters_+inc.+2001=4",2022-10-18T05:16:57,374260,GET /rate/monsters_+inc.+2001=4,monsters_+inc.+2001,4,2001
297,"2022-10-18T05:16:57,362121,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:57,362121,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
298,"2022-10-18T05:16:58,26299,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:16:58,26299,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
299,"2022-10-18T05:16:58,136252,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:16:58,136252,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
300,"2022-10-18T05:16:58,362165,GET /rate/evil+2003=4",2022-10-18T05:16:58,362165,GET /rate/evil+2003=4,evil+2003,4,2003
301,"2022-10-18T05:16:59,335108,GET /rate/the+shawshank+redemption+1994=3",2022-10-18T05:16:59,335108,GET /rate/the+shawshank+redemption+1994=3,the+shawshank+redemption+1994,3,1994
302,"2022-10-18T05:16:59,11846,GET /rate/harry+potter+and+the+philosophers+stone+2001=5",2022-10-18T05:16:59,11846,GET /rate/harry+potter+and+the+philosophers+stone+2001=5,harry+potter+and+the+philosophers+stone+2001,5,2001
303,"2022-10-18T05:16:59,194990,GET /rate/gattaca+1997=3",2022-10-18T05:16:59,194990,GET /rate/gattaca+1997=3,gattaca+1997,3,1997
304,"2022-10-18T05:17,170816,GET /rate/fight+club+1999=5",2022-10-18T05:17,170816,GET /rate/fight+club+1999=5,fight+club+1999,5,1999
305,"2022-10-18T05:17,406694,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:17,406694,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
